lat,lng,elevation
37.5069991554355,127.01601769968885,19.01
37.50618825086144,127.01601752643181,17.99
37.50537734617576,127.01601735318174,17.05
37.504566441378486,127.01601717993857,16.0
37.503755536469626,127.01601700670238,16.22
37.502944631449154,127.01601683347312,17.25
37.50213372631708,127.0160166602508,16.81
37.50132282107341,127.01601648703542,19.57
37.50051191571816,127.016016313827,24.86
37.49970101025129,127.01601614062548,31.4
37.49889010467285,127.01601596743093,36.6
37.4980791989828,127.01601579424332,40.23
37.49726829318116,127.01601562106265,34.74
37.496457387267924,127.01601544788889,27.26
37.4956464812431,127.01601527472212,20.37
37.49483557510669,127.01601510156225,16.93
37.494024668858685,127.01601492840933,15.62
37.493213762499096,127.01601475526334,15.54
37.49240285602792,127.0160145821243,16.26
37.49159194944515,127.0160144089922,17.65
37.4907810427508,127.01601423586703,21.57
37.48997013594485,127.01601406274881,23.43
37.506999013022984,127.01703560125594,19.38
37.50618810845306,127.0170354169887,18.86
37.50537720377152,127.01703523272882,17.76
37.50456629897841,127.01703504847633,16.75
37.50375539407368,127.01703486423119,15.38
37.502944489057356,127.01703467999347,16.56
37.502133583929435,127.01703449576313,17.44
37.50132267868991,127.01703431154019,17.17
37.5005117733388,127.01703412732459,22.28
37.49970086787608,127.01703394311637,28.2
37.49888996230178,127.01703375891557,34.1
37.498079056615886,127.01703357472215,39.84
37.49726815081839,127.01703339053607,31.09
37.4964572449093,127.0170332063574,22.37
37.49564633888862,127.01703302218611,18.61
37.49483543275636,127.0170328380222,15.96
37.4940245265125,127.01703265386567,14.54
37.49321362015705,127.01703246971651,14.85
37.492402713690026,127.01703228557473,16.21
37.4915918071114,127.01703210144034,18.62
37.49078090042119,127.01703191731332,22.08
37.48996999361938,127.01703173319368,24.05
37.506998861839044,127.01805350281568,26.18
37.506187957273525,127.01805330753818,24.61
37.5053770525964,127.01805311226852,20.19
37.50456614780767,127.01805291700666,16.5
37.50375524290735,127.01805272175265,13.28
37.502944337895435,127.01805252650645,13.85
37.50213343277193,127.01805233126807,16.26
37.5013225275368,127.01805213603754,16.47
37.50051162219008,127.01805194081481,18.22
37.49970071673177,127.01805174559992,26.46
37.49888981116186,127.01805155039284,36.03
37.49807890548037,127.01805135519358,40.2
37.497267999687274,127.01805116000214,23.62
37.496457093782595,127.01805096481853,19.0
37.49564618776631,127.01805076964274,15.71
37.494835281638444,127.01805057447477,14.27
37.494024375399,127.01805037931462,14.18
37.49321346904795,127.01805018416229,18.0
37.49240256258532,127.01804998901778,25.07
37.49159165601109,127.01804979388109,28.47
37.49078074932528,127.01804959875223,26.63
37.48996984252788,127.01804940363118,26.89
37.50699870188371,127.01907140436755,25.17
37.50618779732284,127.01907119807983,21.0
37.505376892650375,127.01907099180038,16.56
37.504565987866314,127.0190707855292,13.78
37.503755082970656,127.01907057926626,12.26
37.50294417796339,127.01907037301162,12.75
37.50213327284452,127.0190701667652,14.36
37.50132236761406,127.01906996052708,14.91
37.50051146227201,127.01906975429722,15.36
37.49970055681835,127.01906954807562,19.44
37.498889651253094,127.01906934186228,24.03
37.498078745576265,127.01906913565719,29.55
37.497267839787824,127.01906892946037,16.01
37.4964569338878,127.01906872327184,15.3
37.49564602787618,127.01906851709154,13.7
37.49483512175296,127.01906831091952,13.2
37.49402421551816,127.01906810475576,15.53
37.49321330917178,127.01906789860024,24.38
37.4924024027138,127.01906769245299,30.91
37.49159149614424,127.01906748631403,33.25
37.490780589463085,127.01906728018332,27.17
37.489969682670335,127.01906707406086,26.04
37.506998533156974,127.0200893059112,18.38
37.506187628601026,127.02008908861323,15.19
37.505376723933466,127.020088871324,13.24
37.50456581915432,127.02008865404345,11.91
37.50375491426356,127.02008843677162,12.04
37.502944009261206,127.02008821950851,12.5
37.50213310414726,127.02008800225407,13.13
37.501322198921706,127.02008778500834,13.51
37.500511293584566,127.02008756777136,13.76
37.49970038813582,127.02008735054305,14.21
37.49888948257549,127.02008713332343,15.56
37.49807857690356,127.02008691611253,19.74
37.497267671120035,127.02008669891035,16.86
37.49645676522493,127.02008648171686,14.14
37.49564585921821,127.0200862645321,13.16
37.49483495309991,127.02008604735602,13.98
37.494024046870024,127.02008583018863,18.11
37.493213140528546,127.02008561302995,24.27
37.49240223407549,127.02008539587997,27.5
37.49159132751083,127.0200851787387,30.65
37.49078042083459,127.02008496160614,24.01
37.48996951404675,127.02008474448228,23.19
37.50699835565882,127.02110720744612,14.81
37.50618745110805,127.02110697913794,13.54
37.50537654644566,127.0211067508389,13.03
37.50456564167168,127.021106522549,12.62
37.50375473678609,127.02110629426826,12.98
37.502943831788905,127.02110606599668,12.79
37.50213292668013,127.02110583773421,12.56
37.50132202145974,127.02110560948093,12.83
37.50051111612776,127.02110538123678,13.02
37.49970021068419,127.02110515300178,12.89
37.498889305129026,127.02110492477591,14.12
37.498078399462266,127.0211046965592,15.76
37.49726749368391,127.02110446835164,15.23
37.496456587793965,127.0211042401532,13.04
37.49564568179242,127.02110401196393,13.93
37.494834775679294,127.02110378378379,16.74
37.494023869454566,127.0211035556128,19.28
37.493212963118246,127.02110332745094,22.3
37.49240205667036,127.02110309929824,25.98
37.491591150110864,127.02110287115468,28.74
37.490780243439794,127.02110264302027,21.93
37.48996933665713,127.02110241489498,21.86
37.506998169389284,127.02212510897188,14.71
37.50618726484394,127.02212486965345,14.42
37.505376360186965,127.02212463034465,14.52
37.5045654554184,127.02212439104542,15.37
37.50375455053823,127.02212415175575,15.58
37.50294364554647,127.0221239124757,14.3
37.50213274044312,127.02212367320524,13.19
37.50132183522817,127.02212343394436,12.82
37.500510929901615,127.02212319469307,12.67
37.49970002446346,127.02212295545135,12.51
37.498889118913716,127.02212271621924,13.52
37.49807821325237,127.0221224769967,14.71
37.49726730747944,127.02212223778378,12.86
37.49645640159492,127.02212199858042,12.46
37.495645495598794,127.02212175938662,13.75
37.494834589491084,127.02212152020245,15.73
37.494023683271784,127.02212128102784,17.52
37.4932127769409,127.02212104186279,19.89
37.492401870498426,127.02212080270738,22.23
37.49159096394436,127.02212056356151,24.09
37.490780057278705,127.02212032442523,20.71
37.489969150501466,127.02212008529855,22.93
37.50699797434833,127.02314301048807,14.88
37.506187069808654,127.0231427601594,15.96
37.50537616515737,127.0231425098408,16.83
37.5045652603945,127.02314225953221,18.54
37.50375435552001,127.02314200923368,18.7
37.50294345053393,127.02314175894514,16.22
37.50213254543626,127.02314150866665,14.28
37.50132164022696,127.0231412583982,13.72
37.5005107349061,127.02314100813976,13.26
37.49969982947362,127.02314075789135,13.08
37.49888892392955,127.02314050765297,13.47
37.498078018273894,127.02314025742461,14.33
37.49726711250664,127.02314000720631,12.5
37.4964562066278,127.023139756998,13.2
37.49564530063736,127.02313950679974,14.22
37.494834394535324,127.02313925661149,14.75
37.494023488321695,127.02313900643328,15.76
37.49321258199648,127.02313875626507,17.48
37.49240167555969,127.02313850610692,18.22
37.491590769011296,127.02313825595876,19.21
37.49077986235132,127.02313800582064,20.84
37.489968955579755,127.02313775569255,23.99
37.506997770535975,127.0241609119942,15.09
37.50618686600224,127.02416065065533,17.11
37.5053759613569,127.02416038932694,18.51
37.504565056599944,127.024160128009,20.15
37.5037541517314,127.02415986670155,19.88
37.50294324675125,127.02415960540456,17.5
37.502132341659504,127.02415934411805,15.25
37.50132143645615,127.02415908284199,14.72
37.500510531141224,127.02415882157642,14.23
37.499699625714676,127.02415856032131,13.95
37.49888872017654,127.02415829907669,14.3
37.49807781452682,127.02415803784251,14.06
37.497266908765496,127.02415777661882,12.3
37.496456002892586,127.02415751540559,12.86
37.49564509690807,127.02415725420282,14.14
37.49483419081198,127.02415699301052,14.77
37.49402328460428,127.0241567318287,15.3
37.493212378285016,127.02415647065732,16.5
37.492401471854144,127.02415620949643,17.0
37.49159056531168,127.02415594834599,17.18
37.49077965865764,127.02415568720602,18.68
37.489968751892,127.0241554260765,20.22
37.506997557952225,127.02517881348989,16.42
37.506186653424685,127.02517854114078,19.46
37.50537574878552,127.02517826880259,22.43
37.50456484403476,127.0251779964753,23.43
37.503753939172405,127.02517772415897,20.26
37.502943034198445,127.02517745185351,17.81
37.502132129112894,127.02517717955898,16.33
37.50132122391574,127.02517690727535,15.95
37.50051031860698,127.02517663500262,15.3
37.499699413186626,127.02517636274084,15.21
37.49888850765469,127.02517609048994,15.25
37.49807760201115,127.02517581824995,13.95
37.49726669625601,127.02517554602088,12.86
37.4964557903893,127.0251752738027,13.36
37.495644884410964,127.02517500159543,14.29
37.49483397832106,127.02517472939908,14.81
37.494023072119546,127.02517445721362,15.47
37.49321216580647,127.0251741850391,16.3
37.4924012593818,127.02517391287546,16.86
37.49159035284552,127.02517364072276,16.54
37.490779446197664,127.02517336858092,17.1
37.489968539438216,127.02517309645,17.91
37.506997336597074,127.02619671497466,19.01
37.50618643207597,127.02619643161532,25.38
37.50537552744326,127.02619614826735,32.04
37.50456462269894,127.02619586493073,35.89
37.50375371784304,127.02619558160545,26.75
37.50294281287552,127.02619529829153,24.12
