,YYMMDDHHMI,STN,RN_HR1,RN_15M_MAX,RN_DAY
644,202208082100,881,0.0,0.0,0.0
645,202208082100,882,0.0,0.0,0.0
646,202208082100,883,0.0,0.0,0.0
647,202208082100,884,0.0,0.0,0.0
648,202208082100,885,0.0,0.0,0.0
649,202208082100,886,0.0,0.0,0.0
650,202208082100,888,0.0,0.0,4.0
651,202208082100,889,97.0,28.0,234.5
652,202208082100,890,0.0,0.0,0.0
653,202208082100,892,0.0,0.0,0.0
654,202208082100,893,0.0,0.0,0.0
655,202208082100,896,-99.0,-99.0,-99.0
656,202208082100,897,-99.0,-99.0,-99.0
657,202208082100,898,0.0,0.0,0.0
658,202208082100,899,0.0,0.0,0.0
659,202208082100,900,0.0,0.0,0.0
660,202208082100,901,0.0,0.0,0.0
661,202208082100,902,0.0,0.0,0.0
662,202208082100,903,0.0,0.0,0.0
663,202208082100,904,0.0,0.0,0.0
664,202208082100,905,0.0,0.0,0.0
665,202208082100,906,0.0,0.0,0.0
666,202208082100,907,0.0,0.0,0.0
667,202208082100,908,0.0,0.0,0.0
668,202208082100,909,0.0,0.0,0.0
669,202208082100,910,0.0,0.0,0.0
670,202208082100,911,0.0,0.0,0.0
671,202208082100,912,0.0,0.0,0.0
672,202208082100,913,0.0,0.0,0.0
673,202208082100,914,0.0,0.0,0.0
674,202208082100,915,0.0,0.0,0.0
675,202208082100,916,0.0,0.0,0.0
676,202208082100,917,0.0,0.0,0.0
677,202208082100,918,0.0,0.0,0.0
678,202208082100,919,0.0,0.0,0.0
679,202208082100,920,0.0,0.0,0.0
680,202208082100,921,0.0,0.0,0.0
681,202208082100,922,0.0,0.0,0.0
682,202208082100,923,0.0,0.0,0.0
683,202208082100,924,0.0,0.0,0.0
684,202208082100,925,0.0,0.0,0.0
685,202208082100,926,0.0,0.0,0.0
686,202208082100,927,0.0,0.0,0.0
687,202208082100,929,0.0,0.0,0.0
688,202208082100,930,0.0,0.0,0.0
689,202208082100,931,0.0,0.0,0.0
690,202208082100,932,0.0,0.0,0.0
691,202208082100,933,0.0,0.0,0.0
692,202208082100,934,0.0,0.0,0.0
693,202208082100,935,0.0,0.0,0.0
694,202208082100,936,0.0,0.0,0.0
695,202208082100,937,0.0,0.0,0.0
696,202208082100,938,0.0,0.0,0.0
697,202208082100,939,0.0,0.0,0.0
698,202208082100,940,0.0,0.0,0.0
699,202208082100,941,0.0,0.0,0.0
700,202208082100,942,0.0,0.0,0.0
701,202208082100,943,0.0,0.0,0.0
702,202208082100,944,0.0,0.0,0.0
703,202208082100,945,0.0,0.0,0.0
704,202208082100,946,0.0,0.0,0.0
705,202208082100,947,0.0,0.0,0.0
706,202208082100,948,0.0,0.0,0.0
707,202208082100,949,0.0,0.0,0.0
708,202208082100,950,0.0,0.0,0.0
709,202208082100,951,0.0,0.0,0.0
710,202208082100,953,0.0,0.0,0.0
711,202208082100,954,0.0,0.0,0.0
712,202208082100,955,-99.0,-99.0,-99.0
713,202208082100,956,-99.0,-99.0,-99.0
714,202208082100,957,-99.0,-99.0,-99.0
715,202208082100,958,-99.0,-99.0,-99.0
716,202208082100,959,-99.0,-99.0,-99.0
717,202208082100,960,-99.0,-99.0,-99.0
718,202208082100,961,-99.0,-99.0,-99.0
719,202208082100,963,-99.0,-99.0,-99.0
720,202208082100,964,0.0,0.0,0.0
721,202208082100,965,0.0,0.0,0.5
722,202208082100,966,1.0,1.0,7.5
723,202208082100,967,0.0,0.0,11.5
724,202208082100,970,0.0,0.0,155.0
725,202208082100,972,0.0,0.0,0.0
726,202208082100,973,0.0,0.0,0.0
727,202208082100,974,0.0,0.0,0.0
728,202208082100,977,0.0,0.1,3.1
729,202208082100,978,1.1,0.7,99.8
730,202208082100,980,0.0,0.0,0.0
731,202208082100,982,-99.0,-99.0,-99.0
732,202208082100,983,-99.0,-99.0,-99.0
733,202208082100,984,-99.0,-99.0,-99.0
734,202208082100,989,0.0,0.0,0.0
735,202208082100,990,0.0,0.0,0.0
736,202208082100,991,0.0,0.0,0.0
737,202208082100,992,0.0,0.0,0.0
738,202208082100,994,0.0,0.0,0.0
